炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,加入C含量,吸收C质量,C收得率,加入Mn含量,吸收Mn质量,Mn收得率
7A06805             ,低合金    ,HRB400B    ,1675.0,0.0006,0.0011,0.00027,0.00021,0.003,71050.0,0.0023,0.0135,0.00027,0.00025,0.0035,0.467,0.0021,0.005,0.011,,0.033,0.0048,0.0025,0.0025,0.0,,,,10,0,0,0,0,31,25,0,0,200,0,0,85,0,1300,88,0,133.5,120.78500000000001,0.9047565543071162,996.0,881.02,0.8845582329317269
7A06804             ,低合金    ,HRB400B    ,1663.0,0.001,0.0016,0.00028,0.0002,0.004,71500.0,0.0022,0.0133,0.00032,0.00021,0.0035,0.455,0.0024,0.009,0.012,,0.034,0.0051,0.0028,0.0028,0.0,,,,0,0,10,0,0,31,0,0,0,200,0,0,51,0,1300,88,20,105.37384616000001,85.80000000000001,0.814243791288789,996.0,836.55,0.8399096385542169
7A06803             ,低合金    ,HRB400B    ,0.0,0.00088,0.0011,0.00027,0.00013,0.003,69000.0,0.0022,0.0142,0.00026,0.00017,0.0038,0.47,0.002,0.005,0.01,,0.036,0.0044,0.0022,0.0023,0.0,,,,0,0,10,0,0,32,0,0,0,200,0,0,60,0,1280,88,20,113.67384616,91.08,0.801239714118599,982.72,903.9000000000001,0.9197940410289809
7A06802             ,低合金    ,HRB400B    ,1657.0,0.00069,0.0008,0.00032,0.00012,0.003,77900.0,0.0022,0.0134,0.00031,0.0002,0.0035,0.456,0.0018,0.007,0.011,,0.035,0.0051,0.0028,0.0023,0.0,,,,0,0,11,0,0,33,25,0,0,200,0,0,75,0,1330,88,0,124.41,117.629,0.9454947351499077,1015.9200000000001,981.54,0.9661587526576895
7A06801             ,低合金    ,HRB400B    ,1651.0,0.00078,0.0014,0.00036,0.00034,0.003,67050.0,0.0024,0.0139,0.00026,0.00017,0.0038,0.484,0.0019,0.005,0.011,,0.034,0.0049,0.0027,0.0026,0.0,,,,0,0,10,0,0,30,25,0,0,200,0,0,68,0,1310,88,0,117.35000000000002,108.621,0.925615679590967,1002.6400000000001,838.1249999999999,0.8359181760153194
7A06800             ,低合金    ,HRB400B    ,1624.0,0.00053,0.0009,0.00031,0.00018,0.003,74050.0,0.0023,0.013,0.00028,0.00018,0.0033,0.458,0.0017,0.005,0.011,,0.033,0.0051,0.0029,0.0018,0.0,,,,0,0,10,0,0,32,50,0,0,200,0,0,102,0,1320,88,0,150.16,131.0685,0.8728589504528503,1009.28,896.005,0.8877665266328472
7A06799             ,低合金    ,HRB400B    ,1669.0,0.0014,0.001,0.00023,0.00026,0.003,73100.0,0.0023,0.0137,0.00026,0.00028,0.0037,0.471,0.0021,0.01,0.012,0.0,0.035,0.0068,0.0042,0.0016,0.001,,,,0,0,10,0,0,32,0,0,0,300,0,0,34,1278,0,88,20,90.37984616,65.78999999999999,0.7279277714583796,1047.7920000000001,928.37,0.8860250889489516
7A06798             ,低合金    ,HRB400B    ,1673.0,0.00063,0.0011,0.00024,0.00025,0.002,73850.0,0.0023,0.013,0.00029,0.00029,0.0034,0.458,0.0019,0.005,0.011,0.0,0.033,0.0053,0.0033,0.0,0.001,,,,0,0,10,0,0,33,25,0,0,300,0,0,85,0,1200,88,0,133.5,123.32950000000001,0.9238164794007492,996.0000000000001,878.8149999999999,0.88234437751004
7A06797             ,低合金    ,HRB400B    ,1682.0,0.00097,0.0007,0.00026,0.00017,0.002,75150.0,0.0023,0.0131,0.00027,0.00027,0.0034,0.46,0.0018,0.006,0.012,0.0,0.033,0.0062,0.0039,0.0017,0.001,,,,0,0,11,0,0,33,0,0,0,300,0,0,51,0,1270,88,20,106.56384616000001,99.9495,0.9379306735037611,1042.48,931.8600000000001,0.8938876525209117
7A06796             ,低合金    ,HRB400B    ,1672.0,0.00071,0.0012,0.00021,0.00018,0.002,75900.0,0.0023,0.0131,0.00028,0.00022,0.0036,0.46,0.0017,0.007,0.011,0.0,0.034,0.0065,0.004,0.0005,0.001,,,,0,0,12,0,0,33,25,0,0,300,0,0,85,1285,0,88,0,134.945,120.68099999999998,0.8942976768313016,1052.44,903.21,0.8582056934362053
7A06795             ,低合金    ,HRB400B    ,1679.0,0.00061,0.0011,0.00033,0.00029,0.002,74000.0,0.0024,0.0133,0.00032,0.00029,0.0035,0.474,0.0023,0.009,0.009,0.0,0.034,0.0064,0.004,0.001,0.001,,,,0,0,10,0,0,32,25,0,0,300,0,0,85,1215,0,88,0,133.755,132.46,0.9903181189488245,1005.96,902.8,0.8974511909022227
7A06794             ,低合金    ,HRB400B    ,1682.0,0.00067,0.001,0.00038,0.00013,0.002,70450.0,0.0023,0.0129,0.00034,0.0002,0.0035,0.457,0.0019,0.009,0.009,0.0,0.034,0.0064,0.004,0.0002,0.001,,,,0,0,10,0,0,30,25,0,0,300,0,0,51,1124,0,88,0,99.56799999999998,114.8335,1.1533173308693558,945.5360000000001,838.355,0.8866452467172059
7A06793             ,低合金    ,HRB400B    ,1682.0,0.00082,0.0006,0.00031,0.00014,0.002,75500.0,0.0023,0.0131,0.00031,0.00023,0.0034,0.46,0.0018,0.007,0.01,0.0,0.034,0.0057,0.0036,0.0,0.001,,,,0,0,10,0,0,30,0,0,0,300,0,0,68,0,1213,88,20,121.91484616000001,111.74,0.9165413689925291,1004.6320000000001,943.75,0.939398705197525
7A06792             ,低合金    ,HRB400B    ,1689.0,0.00092,0.0012,0.00028,0.00027,0.002,75500.0,0.0024,0.0134,0.00028,0.00028,0.0033,0.475,0.0017,0.006,0.012,0.0,0.035,0.0058,0.0036,0.0,0.001,,,,0,0,11,0,0,32,0,0,0,300,0,0,51,0,1220,88,20,105.71384616000002,111.73999999999998,1.0570043949671386,1009.2800000000001,921.1,0.9126307863031071
7A06791             ,低合金    ,HRB400B    ,1667.0,0.00069,0.001,0.00022,0.00016,0.002,77700.0,0.0023,0.0128,0.0003,0.00025,0.0033,0.454,0.0015,0.007,0.01,0.0,0.034,0.0051,0.0032,0.0,0.001,,,,0,0,11,0,0,32,25,0,0,300,0,0,68,1230,0,88,0,117.69,125.097,1.062936528167219,1015.9200000000001,916.8600000000001,0.9024923222300969
7A06790             ,低合金    ,HRB400B    ,1656.0,0.0004,0.0008,0.00029,0.00011,0.002,73600.0,0.0024,0.013,0.0003,0.00018,0.0034,0.468,0.0014,0.006,0.011,0.0,0.034,0.0053,0.0033,0.0003,0.001,,,,0,0,11,0,0,32,50,0,0,300,0,0,85,1226,0,88,0,133.94199999999998,147.19999999999996,1.0989831419569662,1013.2640000000001,897.92,0.8861658955612751
7A06789             ,低合金    ,HRB400B    ,1647.0,0.00042,0.0008,0.00029,0.00016,0.003,74250.0,0.0023,0.0129,0.00032,0.00021,0.0035,0.457,0.0018,0.008,0.012,0.0,0.036,0.0056,0.0035,0.0015,0.001,,,,0,0,11,0,0,32,25,0,0,300,0,0,68,1252,0,88,0,118.064,139.59,1.1823248407643314,1030.528,898.425,0.871810372935039
7A06788             ,低合金    ,HRB400B    ,1720.0,0.00035,0.0009,0.00025,0.00026,0.002,73200.0,0.0024,0.0133,0.00027,0.00025,0.0037,0.473,0.0015,0.009,0.011,0.0,0.036,0.0065,0.004,0.0011,0.001,,,,0,0,32,0,0,0,50,0,0,0,0,0,102,1544,0,88,0,150.568,150.05999999999997,0.9966261091334145,1025.2160000000001,907.68,0.8853548910668579
7A06787             ,低合金    ,HRB400B    ,1655.0,0.00061,0.0009,0.00028,0.00016,0.002,74700.0,0.0024,0.0134,0.00029,0.0002,0.0038,0.474,0.0016,0.006,0.011,0.0,0.032,0.0053,0.0033,0.0,0.001,,,,0,0,9,0,0,29,25,0,0,200,0,0,68,0,1260,132,0,129.70000000000002,133.713,1.0309406322282189,969.44,933.75,0.9631849315068493
7A06786             ,低合金    ,HRB400B    ,1638.0,0.00101,0.0006,0.00044,0.00011,0.002,70800.0,0.0023,0.0131,0.00031,0.00015,0.0037,0.458,0.0014,0.001,0.011,0.0,0.032,0.0065,0.0041,0.0002,0.001,,,,0,0,9,0,0,28,25,0,0,200,0,0,51,0,1320,132,0,114.4,91.332,0.7983566433566432,1009.28,885.0,0.8768627140139506
7A06785             ,低合金    ,HRB400B    ,1678.0,0.00076,0.0009,0.00027,0.00015,0.003,68500.0,0.0023,0.0132,0.00032,0.00021,0.0039,0.46,0.0015,0.0,0.009,0.0,0.032,0.0052,0.0033,0.0,0.001,,,,0,0,9,0,0,28,25,0,0,200,0,0,68,0,1200,132,0,128.68,105.49,0.8197855144544606,929.6000000000001,842.5500000000001,0.9063575731497417
7A06784             ,低合金    ,HRB400B    ,1664.0,0.00075,0.0011,0.00029,0.00022,0.003,72900.0,0.0022,0.0132,0.00026,0.00023,0.0038,0.451,0.0015,0.0,0.012,0.0,0.033,0.0054,0.0034,0.0,0.001,,,,0,0,4,0,0,38,25,0,0,200,0,0,68,0,1290,132,0,130.21,105.70500000000001,0.811804008908686,989.3600000000001,882.0899999999999,0.8915763726045118
7A06783             ,低合金    ,HRB400B    ,1687.0,0.00078,0.0013,0.00026,0.00033,0.003,74000.0,0.0022,0.0133,0.00025,0.0003,0.0037,0.453,0.002,0.0,0.012,0.0,0.035,0.0052,0.0032,0.0001,0.001,,,,0,0,4,0,0,38,25,0,0,200,0,0,51,0,1290,132,0,113.89000000000001,105.08000000000001,0.9226446571252963,989.3600000000001,888.0,0.8975499312686989
7A06782             ,低合金    ,HRB400B    ,1671.0,0.00094,0.0012,0.00023,0.00028,0.003,72500.0,0.0024,0.0132,0.00025,0.00026,0.0038,0.471,0.0016,0.0,0.012,0.0,0.034,0.0063,0.0039,0.0,0.001,,,,0,0,4,0,0,38,0,0,0,200,0,0,51,0,1270,132,20,118.06384616000001,105.85,0.896548803403814,976.0800000000002,870.0,0.8913203835751167
7A06781             ,低合金    ,HRB400B    ,1667.0,0.00077,0.0012,0.00034,0.00032,0.005,72850.0,0.0024,0.0131,0.00034,0.00033,0.0038,0.47,0.002,0.0,0.01,0.0,0.035,0.0053,0.0033,0.0,0.001,,,,0,0,4,0,0,39,25,0,0,200,0,0,68,0,1290,132,0,130.21,118.74549999999999,0.9119537669917824,989.3600000000001,866.9150000000001,0.8762381741732028
7A06780             ,低合金    ,HRB400B    ,1670.0,0.0008,0.0011,0.00023,0.00017,0.003,74200.0,0.0024,0.0134,0.00027,0.00023,0.0037,0.475,0.0017,0.002,0.01,0.0,0.034,0.006,0.0037,0.0,0.001,,,,0,0,4,0,0,39,25,0,0,200,0,0,51,0,1300,132,0,114.06,118.71999999999998,1.0408556899877257,996.0,912.66,0.9163253012048193
7A06779             ,低合金    ,HRB400B    ,1679.0,0.00076,0.0013,0.00024,0.00021,0.003,73800.0,0.0022,0.0132,0.00024,0.00025,0.0035,0.451,0.0019,0.0,0.01,0.0,0.035,0.0057,0.0036,0.0,0.001,,,,0,0,4,0,0,39,25,0,0,200,0,0,68,0,1280,132,0,130.04000000000002,106.272,0.8172254690864349,982.72,878.22,0.8936624877889938
7A06778             ,低合金    ,HRB400B    ,1654.0,0.0007,0.0007,0.0004,0.00012,0.003,75400.0,0.0023,0.0128,0.00033,0.00017,0.0035,0.453,0.0013,0.001,0.01,0.0,0.035,0.0079,0.005,0.0,0.001,,,,0,0,32,0,0,0,50,0,0,200,0,0,68,0,1320,132,0,130.72,120.63999999999999,0.9228886168910648,1009.28,912.3400000000001,0.9039513316423591
7A06777             ,低合金    ,HRB400B    ,1687.0,0.00076,0.0011,0.00021,0.00021,0.003,70300.0,0.0021,0.014,0.00024,0.00028,0.0045,0.455,0.0016,0.0,0.01,0.0,0.035,0.0059,0.0037,0.0003,0.001,,,,0,0,31,0,0,0,25,0,0,200,0,0,68,0,1320,132,0,130.72,94.20199999999998,0.7206395348837208,1009.28,906.87,0.8985316265060241
7A06776             ,低合金    ,HRB400B    ,1705.0,0.00076,0.0013,0.00017,0.00032,0.003,64200.0,0.0022,0.014,0.00022,0.00035,0.0044,0.465,0.0019,0.0,0.01,0.0,0.036,0.0073,0.0045,0.0004,0.001,,,,0,0,33,0,0,0,25,0,0,200,0,0,68,0,1400,132,0,132.08,92.44800000000001,0.699939430648092,1062.4,815.3399999999999,0.7674510542168673
7A06775             ,低合金    ,HRB400B    ,1653.0,0.00078,0.001,0.0002,0.00021,0.003,71750.0,0.0023,0.0137,0.00021,0.00024,0.0041,0.47,0.0017,0.001,0.011,0.0,0.035,0.0069,0.0043,0.0011,0.001,,,,0,0,32,0,0,0,25,0,0,200,0,0,68,0,1340,132,0,131.06,109.06,0.8321379520830154,1022.56,911.2249999999999,0.8911213033953997
7A06774             ,低合金    ,HRB400B    ,1694.0,0.00038,0.0011,0.00017,0.00023,0.003,71450.0,0.0023,0.0137,0.00022,0.00033,0.0037,0.469,0.0013,0.002,0.01,0.0,0.037,0.0061,0.0038,0.0007,0.001,,,,0,0,32,0,0,0,0,75,0,0,0,0,85,0,1620,132,0,149.0205,137.184,0.920571330790059,1075.68,900.27,0.8369310575635877
7A06773             ,低合金    ,HRB400B    ,1639.0,0.00063,0.001,0.00022,0.00018,0.003,72050.0,0.0022,0.013,0.00024,0.00021,0.0038,0.448,0.0017,0.002,0.011,0.0,0.034,0.0055,0.0034,0.0012,0.001,,,,0,0,4,0,0,39,25,0,0,200,0,0,75,0,1260,132,0,136.42000000000002,113.11850000000001,0.8291929335874505,969.44,864.6,0.8918550915992738
7A06772             ,低合金    ,HRB400B    ,1652.0,0.00063,0.0011,0.00024,0.00036,0.003,71500.0,0.0023,0.013,0.00029,0.00035,0.0037,0.459,0.002,0.002,0.011,0.0,0.035,0.066,0.0549,0.0022,0.002,,,,0,0,4,0,0,39,50,0,0,200,0,0,75,0,1220,132,0,135.74,119.405,0.8796596434359805,942.8800000000001,850.8499999999999,0.9023947904293227
7A06771             ,低合金    ,HRB400B    ,1645.0,0.0006,0.0008,0.00027,0.00023,0.003,73400.0,0.0023,0.0136,0.00028,0.00023,0.0038,0.47,0.0023,0.006,0.012,,0.032,0.004,0.0018,0.0037,0.0,,,,0,0,4,0,0,40,50,0,0,200,0,0,75,0,1330,132,0,137.61,124.78000000000002,0.9067654966935542,1015.9200000000001,939.5199999999999,0.9247972281281989
7A06770             ,低合金    ,HRB400B    ,1641.0,0.00051,0.0007,0.00025,0.00014,0.003,68100.0,0.0024,0.0128,0.00028,0.00017,0.0036,0.466,0.0017,0.005,0.011,,0.033,0.0051,0.0028,0.0034,0.0,,,,0,0,4,0,0,41,50,0,0,200,0,0,85,0,1330,132,0,147.21,128.70899999999997,0.8743223965763193,1015.9200000000001,824.0100000000001,0.8110973304984644
7A06769             ,低合金    ,HRB400B    ,1682.0,0.00065,0.0011,0.00022,0.0003,0.003,74850.0,0.0022,0.013,0.00025,0.00031,0.0035,0.455,0.0028,0.02,0.015,,0.032,0.004,0.0018,0.0131,0.0,,,,0,0,4,0,0,40,25,0,0,200,0,0,75,0,1310,132,0,137.27,116.01750000000001,0.8451773876302179,1002.6400000000001,890.7149999999999,0.8883697039814887
7A06768             ,低合金    ,HRB400B    ,1658.0,0.0007,0.001,0.00025,0.00035,0.003,74550.0,0.0023,0.0134,0.00028,0.00031,0.0037,0.466,0.0021,0.004,0.01,,0.032,0.005,0.0028,0.0032,0.0,,,,0,0,4,0,0,41,25,0,0,200,0,0,68,0,1340,132,0,131.06,119.27999999999999,0.9101175034335418,1022.56,924.4200000000001,0.9040251916757942
7A06767             ,低合金    ,HRB400B    ,1662.0,0.0,0.0,0.0,0.0,0.003,71000.0,0.0023,0.0128,0.00027,0.00019,0.0037,0.455,0.0017,0.005,0.01,,0.033,0.0054,0.0032,0.003,0.0,,,,0,0,4,0,0,39,25,0,0,0,0,0,68,0,1480,132,0,130.04,163.3,1.2557674561673333,982.72,908.8000000000001,0.9247802018886356
7A06766             ,低合金    ,HRB400B    ,1688.0,0.00075,0.0012,0.00024,0.00035,0.0,63500.0,0.0022,0.0133,0.00024,0.00035,0.0037,0.455,0.0024,0.005,0.011,,0.031,0.0046,0.0024,0.0034,0.0,,,,0,0,4,0,0,40,25,0,0,200,0,0,68,0,1300,132,0,130.38,92.075,0.7062049394078846,996.0,768.35,0.7714357429718876
7A06765             ,低合金    ,HRB400B    ,1666.0,0.0006,0.0009,0.00026,0.00018,0.003,73350.0,0.0023,0.0129,0.00026,0.00021,0.0037,0.457,0.0021,0.004,0.01,,0.032,0.0044,0.0022,0.0026,0.0,,,,0,0,4,0,0,40,25,0,0,200,0,0,95,0,1300,132,0,156.3,124.69500000000001,0.7977927063339731,996.0,880.2,0.8837349397590362
7A06764             ,低合金    ,HRB400B    ,0.0,0.00059,0.001,0.00017,0.00014,0.003,74800.0,0.0023,0.013,0.00023,0.00019,0.0037,0.458,0.002,0.004,0.01,,0.031,0.0055,0.0033,0.003,0.0,,,,0,0,4,0,0,40,50,0,0,200,0,0,0,0,1300,132,0,65.1,127.908,1.9647926267281108,996.0,897.6,0.9012048192771085
7A06763             ,低合金    ,HRB400B    ,1648.0,0.00053,0.0009,0.00023,0.00013,0.003,75800.0,0.0023,0.0131,0.00027,0.00019,0.0037,0.46,0.0018,0.004,0.01,,0.032,0.0046,0.0024,0.0029,0.0,,,,0,0,4,0,0,40,50,0,0,200,0,0,80,0,1300,132,0,141.9,134.166,0.9454968287526426,996.0,924.7600000000001,0.9284738955823294
7A06762             ,低合金    ,HRB400B    ,0.0,0.00046,0.0008,0.00023,0.00013,0.003,73500.0,0.0022,0.013,0.00027,0.00019,0.0037,0.448,0.0017,0.005,0.01,,0.032,0.1533,0.1227,0.0038,0.0,,,,0,0,4,0,0,40,50,0,0,200,0,0,90,0,1300,132,0,151.5,127.89000000000001,0.8441584158415842,996.0,896.6999999999999,0.900301204819277
7A06761             ,低合金    ,HRB400B    ,1803.0,0.0004,0.0008,0.00025,0.00016,0.003,77200.0,0.0023,0.0129,0.0003,0.00022,0.0036,0.457,0.002,0.005,0.01,,0.032,0.004,0.0018,0.0035,0.0,,,,0,0,5,0,0,41,50,0,0,200,0,0,90,0,1300,132,0,151.5,146.68,0.9681848184818482,996.0,934.12,0.9378714859437751
7A06760             ,低合金    ,HRB400B    ,1802.0,0.00034,0.0008,0.00027,0.00022,0.003,71900.0,0.0023,0.0129,0.0003,0.00024,0.0037,0.457,0.0019,0.005,0.01,,0.032,0.0053,0.003,0.0031,0.0,,,,0,0,4,0,0,39,50,0,0,200,0,0,92,0,1300,132,0,153.42,140.924,0.9185503845652458,996.0,869.99,0.8734839357429719
7A06759             ,低合金    ,HRB400B    ,1645.0,0.0004,0.0011,0.00033,0.00037,0.003,72200.0,0.0023,0.013,0.00029,0.00022,0.0035,0.458,0.0018,0.004,0.01,,0.032,0.0038,0.0016,0.0027,0.0,,,,0,0,4,0,0,39,50,0,0,200,0,0,93,0,1300,132,0,154.38,137.18,0.888586604482446,996.0,859.18,0.8626305220883533
7A06758             ,低合金    ,HRB400B    ,1665.0,0.00077,0.0011,0.00029,0.00015,0.003,72050.0,0.0024,0.0129,0.00031,0.00022,0.0037,0.467,0.0019,0.005,0.011,,0.032,0.0047,0.0024,0.0031,0.0,,,,0,0,4,0,0,39,25,0,0,0,0,0,68,1460,0,88,0,116.5,117.44149999999999,1.0080815450643776,969.44,850.1899999999999,0.8769908400726192
7A06757             ,低合金    ,HRB400B    ,1655.0,0.00073,0.0012,0.00027,0.00024,0.003,75100.0,0.0023,0.013,0.00027,0.00023,0.0038,0.459,0.002,0.005,0.011,,0.033,0.0054,0.0031,0.0028,0.0,,,,0,0,5,0,0,40,25,0,0,0,0,0,68,1503,0,88,0,117.231,117.907,1.005766392848308,997.9920000000001,886.18,0.8879630297637655
7A06756             ,低合金    ,HRB400B    ,1651.0,0.00063,0.0013,0.00026,0.00025,0.003,74350.0,0.0024,0.0139,0.00028,0.00028,0.004,0.484,0.0022,0.005,0.012,,0.032,0.0085,0.0061,0.0025,0.0,,,,0,0,32,0,0,0,0,50,0,0,0,0,68,1596,0,132,0,132.199,131.59949999999998,0.9954651699332066,1059.7440000000001,936.8100000000001,0.8839965123652505
7A06755             ,低合金    ,HRB400B    ,1672.0,0.001,0.0014,0.00025,0.0002,0.003,74250.0,0.0024,0.0134,0.00028,0.00027,0.0039,0.475,0.0019,0.004,0.009,,0.032,0.0081,0.0057,0.0025,0.0,,,,0,0,31,0,0,0,0,25,0,0,0,0,34,1534,0,132,0,98.4115,103.94999999999999,1.0562789917844966,1018.576,891.0,0.8747506322552269
7A06754             ,低合金    ,HRB400B    ,1678.0,0.00086,0.0016,0.00027,0.00029,0.003,75800.0,0.0023,0.0128,0.00027,0.00028,0.0035,0.455,0.002,0.005,0.01,,0.032,0.004,0.0018,0.0027,0.0,,,,0,0,5,0,0,40,0,0,0,0,0,0,68,1538,0,88,20,122.33984616,109.15199999999999,0.8922031817601559,1021.2320000000001,848.96,0.8313096338540116
7A06753             ,低合金    ,HRB400B    ,1679.0,0.00091,0.0012,0.00021,0.0003,0.003,78800.0,0.0024,0.0128,0.00026,0.00025,0.0035,0.465,0.0019,0.006,0.01,,0.032,0.0081,0.0057,0.0022,0.0,,,,0,0,5,0,0,42,0,0,0,0,0,0,51,1547,0,132,20,119.37284616000001,117.41199999999998,0.9835737672085674,1027.208,914.08,0.8898684589683881
7A06752             ,低合金    ,HRB400B    ,1673.0,0.00083,0.0012,0.0003,0.00026,0.003,68150.0,0.0024,0.0129,0.00029,0.00027,0.0037,0.467,0.0021,0.005,0.011,,0.032,0.0051,0.0028,0.0026,0.0,,,,0,0,4,0,0,36,0,0,0,0,0,0,51,0,1348,132,20,115.98984616,106.99549999999998,0.9224557454141896,895.072,797.355,0.8908277769833042
7A06751             ,低合金    ,HRB400B    ,1675.0,0.00065,0.0009,0.00024,0.00017,0.003,75300.0,0.0023,0.0137,0.00032,0.00021,0.0042,0.471,0.0022,0.007,0.01,,0.033,0.0039,0.0017,0.0033,0.0,,,,0,0,31,0,0,0,0,50,0,0,0,0,85,0,1539,132,0,147.54999999999998,124.245,0.842053541172484,1021.8960000000001,963.84,0.94318795650438
7A06750             ,低合金    ,HRB400B    ,1691.0,0.00074,0.0012,0.00024,0.00024,0.003,74300.0,0.0022,0.0136,0.00034,0.00028,0.004,0.46,0.0025,0.007,0.009,,0.032,0.005,0.0027,0.003,0.0,,,,0,0,31,0,0,0,25,0,0,0,0,0,68,0,1470,88,0,116.67000000000002,108.47800000000001,0.9297848632896203,976.08,921.3199999999999,0.9438980411441684
7A06749             ,低合金    ,HRB400B    ,1661.0,0.00099,0.0011,0.0003,0.0002,0.002,76150.0,0.0024,0.013,0.00034,0.00024,0.0035,0.469,0.0023,0.008,0.011,,0.032,0.0039,0.0017,0.0025,0.0,,,,0,0,5,0,0,41,0,0,0,0,0,0,51,0,1531,88,20,105.90084616,107.37149999999998,1.013887082996278,1016.5840000000001,906.185,0.8914019894076632
7A06748             ,低合金    ,HRB400B    ,1678.0,0.00033,0.0008,0.00029,0.00017,0.002,73500.0,0.0024,0.0132,0.00029,0.00025,0.0033,0.473,0.0021,0.005,0.014,,0.034,0.0048,0.0025,0.0035,0.0,,,,0,0,5,0,0,40,25,0,0,0,0,0,68,0,1515,88,0,117.435,152.14499999999998,1.2955677608890022,1005.96,911.4,0.9060002385780747
7A06747             ,低合金    ,HRB400B    ,1676.0,0.00039,0.0009,0.00026,0.00025,0.002,75200.0,0.0023,0.0135,0.00028,0.00031,0.0035,0.467,0.002,0.006,0.012,,0.033,0.0046,0.0024,0.0031,0.0,,,,0,0,5,0,0,40,50,0,0,0,0,0,85,0,1600,88,0,135.2,143.632,1.0623668639053256,1062.4,947.52,0.8918674698795179
7A06746             ,低合金    ,HRB400B    ,1672.0,0.00033,0.0009,0.00024,0.0003,0.002,75950.0,0.0022,0.0134,0.00028,0.00031,0.0037,0.456,0.0023,0.006,0.013,,0.033,0.0045,0.0023,0.0032,0.0,,,,0,0,5,0,0,41,50,0,0,0,0,0,102,0,1539,88,0,150.483,142.0265,0.9438042835403334,1021.8960000000001,949.375,0.9290328957154153
7A06745             ,低合金    ,HRB400B    ,1715.0,0.00022,0.0007,0.00026,0.0003,0.003,70050.0,0.0022,0.0129,0.00029,0.00032,0.0036,0.447,0.002,0.005,0.014,,0.033,0.0045,0.0022,0.0028,0.0,,,,0,0,30,0,0,0,50,0,0,0,0,0,102,0,1441,88,0,148.817,138.699,0.9320104557947009,956.8240000000001,854.61,0.8931736662123859
7A06744             ,低合金    ,HRB400B    ,1629.0,0.00051,0.001,0.00028,0.00033,0.003,75600.0,0.0023,0.0132,0.00029,0.00026,0.0038,0.463,0.0021,0.006,0.014,,0.034,0.0084,0.006,0.0029,0.0,,,,0,0,6,0,0,40,50,0,0,0,0,0,102,0,3105,132,0,190.305,135.32399999999998,0.711090092220383,2061.7200000000003,922.3199999999999,0.44735463593504443
7A06743             ,低合金    ,HRB400B    ,1645.0,0.00047,0.001,0.00021,0.00022,0.002,73900.0,0.0023,0.013,0.00028,0.00025,0.0038,0.46,0.0023,0.006,0.013,,0.034,0.0044,0.0022,0.003,0.0,,,,0,0,5,0,0,40,50,0,0,0,0,0,80,0,1450,132,0,141.05,135.237,0.9587876639489542,962.8000000000001,886.8000000000001,0.9210635646032406
7A06742             ,低合金    ,HRB400B    ,1703.0,0.0004,0.0012,0.00021,0.00029,0.002,73800.0,0.0023,0.0128,0.00023,0.00029,0.0037,0.456,0.0021,0.006,0.012,,0.035,0.0051,0.0028,0.0028,0.0,,,,0,0,5,0,0,40,50,0,0,0,0,0,70,0,1500,132,0,132.3,140.22,1.0598639455782313,996.0,856.08,0.8595180722891567
7A06741             ,低合金    ,HRB400B    ,1674.0,0.00056,0.0012,0.00021,0.00023,0.003,66300.0,0.0023,0.0145,0.00023,0.00032,0.0039,0.486,0.0027,0.005,0.011,,0.036,0.0052,0.0029,0.0033,0.0,,,,0,0,5,0,0,40,50,0,0,0,0,0,58,0,1450,132,0,119.93,115.362,0.9619111148169764,962.8000000000001,881.7900000000001,0.9158599916909016
7A06740             ,低合金    ,HRB400B    ,1684.0,0.00041,0.001,0.00026,0.0003,0.003,72800.0,0.0023,0.0129,0.00028,0.00031,0.0036,0.458,0.0024,0.007,0.012,,0.032,0.0052,0.0029,0.0026,0.0,,,,0,0,5,0,0,40,50,0,0,0,0,0,78,0,1450,132,0,139.13,137.59199999999998,0.9889455904549701,962.8000000000001,866.32,0.8997922725384295
7A06739             ,低合金    ,HRB400B    ,1686.0,0.001,0.0012,0.00032,0.00014,0.002,70000.0,0.0023,0.013,0.0003,0.0003,0.0036,0.46,0.0025,0.005,0.013,,0.033,0.0045,0.0023,0.0032,0.0,,,,0,0,5,0,0,40,0,0,0,0,0,0,40,0,1450,132,20,107.16384616,91.0,0.8491669836498149,962.8000000000001,826.0,0.857914416285833
